"Name","AnimalType","AgeinDays","HasName","Hour","Minute","Weekday","Day","Month","Year","TimeofDay","ColorComplexity","BreedComplexity","IsMix","SimpleBreed","SimpleColor","Intact","Sex","LifeStage"
"Paul","Cat","60",1,14,27,"3",7,"10","2015","midday","12","22",1,"Domestic Shorthair","Orange",1,"Male","baby"
"Casper","Dog","1460",1,18,36,"5",29,"5","2015","lateday","5","26",1,"Chihuahua Longhair","White",0,"Male","adult"
"Newton","Dog","60",1,12,52,"7",23,"3","2014","midday","9","16",1,"Carolina Dog","Tan",0,"Female","baby"
"Nameless","Cat","60",0,18,21,"2",7,"7","2015","lateday","10","24",1,"Domestic Medium Hair","Blue",0,"Male","baby"
"Nameless","Dog","180",0,17,30,"2",19,"5","2015","lateday","11","16",0,"Belgian Malinois","Brown",0,"Male","baby"
"Nameless","Dog","240",0,15,41,"4",26,"3","2015","midday","15","13",1,"Catahoula","Chocolate",1,"Female","baby"
"Nameless","Cat","150",0,9,0,"7",31,"8","2014","morning","10","22",1,"Domestic Shorthair","Blue",1,"Female","baby"
"Button","Cat","90",1,13,28,"6",4,"10","2014","midday","11","22",1,"Domestic Shorthair","Black",0,"Male","baby"
"Nameless","Cat","7",0,16,29,"3",19,"2","2014","lateday","12","22",1,"Domestic Shorthair","Orange",1,"Male","baby"
"Kio","Dog","4380",1,15,29,"1",11,"1","2016","midday","11","12",1,"Pit Bull","White",0,"Male","adult"
"Diamond","Dog","30",1,17,27,"6",27,"12","2014","lateday","11","15",1,"Rat Terrier","White",0,"Female","baby"
"Nameless","Dog","120",0,12,13,"5",28,"8","2015","midday","10","18",1,"Siberian Husky","Gray",1,"Female","baby"
"Bo","Dog","1095",1,17,52,"1",13,"7","2015","lateday","11","12",1,"Pit Bull","Brown",0,"Male","adult"
"King","Dog","2555",1,11,20,"2",9,"9","2014","night","9","32",1,"German Shepherd","White",0,"Male","adult"
"Candy","Cat","28",1,15,32,"6",19,"10","2013","midday","5","21",1,"Domestic Longhair","Black",1,"Female","baby"
"Barney","Dog","1825",1,13,1,"2",1,"12","2015","midday","12","32",1,"Labrador Retriever","Yellow",0,"Male","adult"
"Nameless","Dog","30",0,18,14,"7",16,"3","2014","lateday","5","22",1,"Labrador Retriever","Black",1,"Male","baby"
"Nameless","Cat","730",0,8,0,"2",13,"5","2014","morning","17","22",1,"Domestic Shorthair","Brown",1,"Male","adult"
"Rabbit","Cat","120",1,13,42,"5",14,"11","2014","midday","5","22",1,"Domestic Shorthair","Black",0,"Male","baby"
"Katja","Cat","150",1,19,15,"7",16,"2","2014","lateday","6","22",1,"Domestic Shorthair","Torbie",0,"Female","baby"
"Ida","Dog","365",1,16,39,"5",18,"9","2015","lateday","5","9",1,"Boxer","White",0,"Female","baby"
"Nameless","Cat","730",0,9,0,"3",27,"8","2014","morning","11","22",1,"Domestic Shorthair","Black",1,"Female","adult"
"Ranger","Dog","240",1,16,5,"6",6,"2","2016","lateday","11","22",1,"Labrador Retriever","Black",0,"Male","baby"
"Nameless","Dog","60",0,14,27,"4",17,"7","2014","midday","5","34",1,"Labrador Retriever","Sable",0,"Male","baby"
"Max","Cat","60",1,13,34,"7",8,"6","2014","midday","17","21",1,"Domestic Longhair","White",0,"Male","baby"
"Nameless","Cat","365",0,9,0,"6",23,"5","2015","morning","5","24",1,"Domestic Medium Hair","Black",1,"Female","baby"
"Nameless","Dog","60",0,14,53,"5",5,"2","2016","midday","5","23",1,"Chihuahua Shorthair","Black",1,"Female","baby"
"Nameless","Dog","3650",0,12,3,"5",27,"11","2015","midday","4","23",1,"Chihuahua Shorthair","Buff",1,"Male","adult"
"Quincy","Dog","730",1,16,27,"7",19,"7","2015","lateday","10","25",1,"Australian Cattle Dog","Blue",0,"Male","adult"
"Anthrosol","Dog","2555",1,17,8,"2",8,"4","2014","lateday","5","12",1,"Papillon","Black",0,"Male","adult"
"Jake","Dog","1825",1,15,18,"7",27,"7","2014","midday","9","28",1,"German Shorthair Pointer","Chocolate",0,"Male","adult"
"Nameless","Dog","1095",0,11,41,"4",10,"4","2014","night","13","12",1,"Pit Bull","Brown",1,"Male","adult"
"The General","Dog","730",1,13,23,"6",31,"10","2015","midday","10","23",1,"Miniature Schnauzer","Gray",0,"Male","adult"
"Chaparro","Dog","365",1,13,37,"3",12,"8","2015","midday","5","22",1,"Labrador Retriever","Black",0,"Male","baby"
"Tater Tot","Dog","365",1,16,42,"5",3,"7","2015","lateday","9","17",1,"Cairn Terrier","Black",1,"Male","baby"
"Nameless","Cat","730",0,19,31,"4",19,"11","2015","lateday","12","24",1,"Domestic Medium Hair","Orange",1,"Male","adult"
"Louise","Dog","365",1,15,13,"5",15,"8","2014","midday","11","12",1,"Pit Bull","White",0,"Female","baby"
"Nyx","Cat","60",1,17,40,"5",1,"8","2014","lateday","4","22",1,"Domestic Shorthair","Blue",0,"Female","baby"
"Nameless","Dog","1825",0,13,4,"6",23,"8","2014","midday","5","14",0,"Great Pyrenees","White",0,"Male","adult"
"Nameless","Cat","60",0,8,25,"2",16,"2","2016","morning","12","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Alice","Cat","90",1,19,10,"7",15,"12","2013","lateday","5","22",1,"Domestic Shorthair","Black",0,"Female","baby"
"Nameless","Cat","21",0,16,58,"5",7,"11","2014","lateday","11","22",1,"Domestic Shorthair","Black",1,"Male","baby"
"Moses","Dog","3650",1,17,34,"3",14,"10","2015","lateday","9","9",1,"Boxer","Red",0,"Male","adult"
"Barbara","Cat","30",1,11,44,"6",12,"7","2014","night","11","22",1,"Domestic Shorthair","Black",1,"Female","baby"
"Jack","Cat","28",1,13,22,"7",2,"8","2015","midday","11","22",1,"Domestic Shorthair","Black",1,"Male","baby"
"Cooper","Cat","60",1,12,16,"6",15,"11","2014","midday","18","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Daisy","Dog","365",1,17,32,"7",14,"9","2014","lateday","8","22",1,"Chihuahua Longhair","Tricolor",0,"Female","baby"
"Nameless","Cat","730",0,9,3,"3",24,"12","2014","morning","17","22",1,"Domestic Shorthair","Brown",0,"Female","adult"
"Sancho","Dog","365",1,18,38,"7",21,"6","2015","lateday","9","23",1,"Chihuahua Shorthair","Black",0,"Male","baby"
"Martha","Cat","60",1,13,22,"1",7,"7","2014","midday","6","22",1,"Domestic Shorthair","Torbie",1,"Female","baby"
"Nameless","Cat","7",0,19,3,"5",8,"5","2015","lateday","4","22",1,"Domestic Shorthair","Blue",3,"Unknown","baby"
"Nameless","Dog","60",0,17,15,"5",10,"7","2015","lateday","9","10",1,"Vizsla","Red",0,"Female","baby"
"Olaf","Dog","1095",1,18,28,"5",13,"11","2015","lateday","5","22",1,"Labrador Retriever","Cream",0,"Male","adult"
"Kari","Cat","60",1,18,20,"6",11,"7","2015","lateday","11","22",1,"Domestic Shorthair","Black",0,"Female","baby"
"Frisco","Dog","3650",1,15,58,"3",3,"9","2014","midday","9","29",1,"Chihuahua Shorthair","Tan",0,"Male","adult"
"Peter","Dog","730",1,14,26,"1",20,"7","2015","midday","11","23",1,"Chihuahua Shorthair","Brown",0,"Male","adult"
"Sonny","Dog","730",1,17,57,"7",3,"11","2013","lateday","9","23",1,"Chihuahua Shorthair","Black",0,"Male","adult"
"Butch","Dog","60",1,9,25,"4",4,"6","2015","morning","15","8",0,"Shih Tzu","Chocolate",0,"Male","baby"
"Nameless","Cat","365",0,9,0,"3",16,"7","2014","morning","6","22",1,"Domestic Shorthair","Tortie",1,"Female","baby"
"Lucky","Dog","1460",1,17,18,"3",29,"7","2015","lateday","14","15",1,"Rat Terrier","White",3,"Unknown","adult"
"Benny","Cat","2555",1,12,37,"3",20,"5","2015","midday","5","22",1,"Domestic Shorthair","Black",0,"Male","adult"
"Leska","Dog","1460",1,11,59,"5",27,"11","2015","night","10","14",1,"Weimaraner","Fawn",0,"Female","adult"
"Nameless","Cat","150",0,15,12,"2",8,"12","2015","midday","10","22",1,"Domestic Shorthair","Blue",0,"Male","baby"
"Ian","Cat","1460",1,11,28,"2",1,"4","2014","night","11","22",1,"Domestic Shorthair","Black",0,"Male","adult"
"Nameless","Cat","21",0,18,24,"6",25,"4","2015","lateday","5","22",1,"Domestic Shorthair","White",1,"Male","baby"
"Nameless","Dog","90",0,12,5,"4",17,"9","2015","midday","3","23",1,"Chihuahua Shorthair","Tan",0,"Male","baby"
"Lexi","Dog","180",1,17,17,"1",4,"8","2014","lateday","11","26",1,"Pointer","Black",0,"Female","baby"
"Princess","Cat","270",1,17,46,"7",22,"12","2013","lateday","16","22",1,"Domestic Shorthair","White",0,"Female","baby"
"Pearl","Cat","30",1,15,29,"7",24,"8","2014","midday","10","11",1,"Siamese","Seal",1,"Female","baby"
"Harry","Cat","60",1,12,27,"3",29,"7","2015","midday","11","22",1,"Domestic Shorthair","Brown",0,"Male","baby"
"Rosco","Dog","365",1,13,8,"6",16,"8","2014","midday","5","13",1,"Dachshund","Brown",1,"Male","baby"
"Elsie","Cat","1460",1,13,8,"6",13,"9","2014","midday","11","22",1,"Domestic Shorthair","Brown",0,"Female","adult"
"Dancer","Dog","365",1,9,50,"4",26,"11","2015","morning","11","27",1,"Pit Bull","Black",0,"Female","baby"
"Dino","Dog","730",1,16,44,"2",31,"12","2013","lateday","9","29",1,"Chihuahua Shorthair","Black",1,"Male","adult"
"Nameless","Cat","730",0,9,0,"7",25,"1","2015","morning","6","22",1,"Domestic Shorthair","Tortie",3,"Unknown","adult"
"Nameless","Dog","5110",0,16,47,"7",11,"10","2015","lateday","11","25",1,"Miniature Poodle","White",0,"Male","adult"
"Nameless","Cat","365",0,17,40,"4",24,"4","2014","lateday","10","22",1,"Domestic Shorthair","Blue",1,"Female","baby"
"Dexter","Cat","2920",1,9,0,"7",20,"9","2015","morning","17","22",1,"Domestic Shorthair","Brown",0,"Male","adult"
"Cosmo","Cat","150",1,13,31,"2",24,"12","2013","midday","12","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Angel","Cat","730",1,18,4,"2",22,"10","2013","lateday","6","21",1,"Domestic Longhair","Calico",0,"Female","adult"
"Kako","Cat","90",1,14,47,"6",1,"11","2014","midday","11","22",1,"Domestic Shorthair","Black",1,"Female","baby"
"Nameless","Dog","730",0,13,30,"6",23,"11","2013","midday","5","12",1,"Pit Bull","Black",1,"Male","adult"
"Serena","Dog","1825",1,12,39,"5",30,"1","2015","midday","11","12",1,"Pit Bull","Black",0,"Female","adult"
"Nameless","Cat","21",0,14,15,"6",26,"7","2014","midday","17","22",1,"Domestic Shorthair","White",1,"Male","baby"
"Dolly","Cat","2555",1,14,55,"7",1,"2","2015","midday","6","22",1,"Domestic Shorthair","Torbie",0,"Female","adult"
"Sugar Mama","Dog","730",1,14,54,"4",1,"10","2015","midday","11","23",1,"Chihuahua Shorthair","Brown",0,"Female","adult"
"Jalepeno","Cat","365",1,19,45,"7",24,"5","2015","lateday","6","22",1,"Domestic Shorthair","Tortie",0,"Female","baby"
"Nameless","Cat","30",0,18,52,"6",20,"6","2015","lateday","16","22",1,"Domestic Shorthair","Blue",1,"Male","baby"
"Nameless","Cat","210",0,19,6,"6",8,"3","2014","lateday","12","12",1,"Snowshoe","Calico",1,"Female","baby"
"Nameless","Dog","60",0,20,18,"6",17,"1","2015","night","11","19",1,"Standard Poodle","Black",0,"Male","baby"
"John","Cat","365",1,15,44,"6",19,"12","2015","midday","18","24",1,"Domestic Medium Hair","Orange",0,"Male","baby"
"Daddy","Dog","1095",1,15,51,"6",5,"4","2014","midday","9","23",1,"Chihuahua Shorthair","Tan",0,"Male","adult"
"Shiner","Dog","60",1,18,25,"1",8,"9","2014","lateday","11","25",1,"Australian Cattle Dog","Brown",0,"Male","baby"
"Curry","Cat","60",1,17,49,"5",16,"10","2015","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Male","baby"
"Girlie","Dog","4380",1,19,36,"6",2,"8","2014","lateday","8","11",0,"Rat Terrier","Tricolor",0,"Female","adult"
"Chocolate","Cat","28",1,13,27,"6",31,"10","2015","midday","15","11",1,"Siamese","Chocolate",1,"Female","baby"
"Pradagy","Dog","1095",1,13,2,"7",12,"4","2015","midday","4","12",1,"Pit Bull","Blue",1,"Female","adult"
"Kona","Dog","150",1,16,43,"3",18,"12","2013","lateday","5","38",1,"Labrador Retriever","Black",0,"Female","baby"
"Sandman","Dog","365",1,12,39,"3",18,"2","2015","midday","5","12",1,"Pit Bull","Brown",0,"Male","baby"
"Nameless","Cat","21",0,18,56,"1",24,"8","2015","lateday","18","22",1,"Domestic Shorthair","White",3,"Unknown","baby"
"Skylar","Dog","730",1,15,14,"6",12,"9","2015","midday","5","15",0,"German Shepherd","White",0,"Female","adult"
"Sheba","Dog","365",1,16,13,"5",20,"12","2013","lateday","5","22",1,"Labrador Retriever","Black",0,"Female","baby"
"Khaleesi","Dog","365",1,18,22,"2",8,"10","2013","lateday","9","19",1,"German Shepherd","Tan",0,"Female","baby"
"Nameless","Cat","28",0,11,23,"5",22,"8","2014","night","5","22",1,"Domestic Shorthair","Black",1,"Male","baby"
"Princess","Dog","2920",1,15,3,"1",1,"12","2014","midday","3","16",1,"Carolina Dog","Red",0,"Female","adult"
"Rex","Dog","1460",1,17,43,"4",12,"3","2015","lateday","9","19",1,"German Shepherd","Black",0,"Male","adult"
"Ashley","Cat","60",1,18,8,"7",15,"11","2015","lateday","6","22",1,"Domestic Shorthair","Tortie",0,"Female","baby"
"Prince","Cat","28",1,17,17,"6",20,"6","2015","lateday","10","22",1,"Domestic Shorthair","Blue",1,"Male","baby"
"Nameless","Cat","1095",0,16,10,"1",29,"12","2014","lateday","11","22",1,"Domestic Shorthair","Brown",3,"Unknown","adult"
"Marie","Cat","730",1,20,20,"1",23,"6","2014","night","5","24",1,"Domestic Medium Hair","Black",0,"Female","adult"
"Nameless","Dog","60",0,12,46,"6",25,"10","2014","midday","5","24",1,"Cardigan Welsh Corgi","Sable",1,"Male","baby"
"Nameless","Cat","90",0,16,55,"3",4,"2","2015","lateday","11","24",1,"Domestic Medium Hair","Black",0,"Female","baby"
"Lady","Dog","2190",1,11,50,"5",6,"2","2015","night","3","13",1,"Shiba Inu","Red",0,"Female","adult"
"Reggie","Dog","365",1,18,37,"7",30,"3","2014","lateday","11","22",1,"Labrador Retriever","Black",0,"Male","baby"
"Nameless","Dog","3650",0,16,58,"2",17,"6","2014","lateday","5","23",1,"Chihuahua Shorthair","Brown",1,"Male","adult"
"Nameless","Cat","300",0,15,55,"3",26,"3","2014","midday","17","22",1,"Domestic Shorthair","Brown",1,"Female","baby"
"Nameless","Dog","1095",0,18,18,"7",30,"3","2014","lateday","5","12",0,"Bichon Frise","White",0,"Female","adult"
"Nameless","Dog","30",0,17,5,"5",3,"10","2014","lateday","5","22",1,"Labrador Retriever","Black",0,"Male","baby"
"Pinky","Cat","60",1,13,36,"6",12,"7","2014","midday","10","22",1,"Domestic Shorthair","Blue",0,"Female","baby"
"Riley","Dog","365",1,16,11,"4",17,"4","2014","lateday","11","12",1,"Pit Bull","Brown",0,"Male","baby"
"Rajah","Dog","730",1,17,55,"5",16,"10","2015","lateday","9","14",0,"Siberian Husky","Red",0,"Male","adult"
"Cooper","Dog","2920",1,8,42,"2",4,"11","2014","morning","9","19",1,"German Shepherd","Black",0,"Male","adult"
"Bumper","Cat","120",1,15,40,"1",15,"6","2015","midday","18","22",1,"Domestic Shorthair","White",0,"Male","baby"
"Vicky","Dog","1095",1,14,8,"2",22,"12","2015","midday","9","13",1,"Dachshund","Red",0,"Female","adult"
"Max","Dog","1095",1,17,53,"5",14,"3","2014","lateday","11","17",1,"Border Collie","White",0,"Male","adult"
"Maggie","Cat","60",1,14,47,"6",10,"1","2015","midday","17","22",1,"Domestic Shorthair","Brown",0,"Female","baby"
"Leyah","Dog","60",1,16,5,"1",7,"7","2014","lateday","11","17",1,"Border Collie","Black",0,"Female","baby"
"Nameless","Cat","28",0,12,30,"1",5,"10","2015","midday","11","22",1,"Domestic Shorthair","Brown",3,"Unknown","baby"
"Johnny","Dog","3650",1,16,43,"5",25,"7","2014","lateday","13","22",1,"Miniature Pinscher","Chocolate",0,"Male","adult"
"Nameless","Dog","60",0,11,32,"6",10,"5","2014","night","11","20",1,"Basset Hound","Black",0,"Female","baby"
"Juniper","Cat","120",1,16,26,"2",4,"8","2015","lateday","18","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Nameless","Dog","30",0,16,11,"2",15,"10","2013","lateday","11","21",1,"Australian Kelpie","Sable",1,"Male","baby"
"Nameless","Cat","2190",0,9,0,"3",1,"10","2014","morning","11","24",1,"Domestic Medium Hair","Brown",1,"Female","adult"
"Nameless","Cat","365",0,9,0,"2",24,"2","2015","morning","11","22",1,"Domestic Shorthair","Brown",1,"Female","baby"
"Cosco","Dog","730",1,14,21,"4",21,"8","2014","midday","8","31",1,"Chihuahua Shorthair","Tricolor",0,"Male","adult"
"Nameless","Cat","60",0,13,42,"7",26,"7","2015","midday","11","22",1,"Domestic Shorthair","Brown",3,"Unknown","baby"
"Leonidas","Dog","1825",1,13,12,"7",1,"2","2015","midday","11","13",0,"Alaskan Husky","White",0,"Male","adult"
"Nameless","Dog","30",0,16,49,"6",5,"7","2014","lateday","5","24",1,"Jack Russell Terrier","Sable",1,"Male","baby"
"Mambo","Dog","1460",1,17,7,"1",25,"8","2014","lateday","5","14",1,"Toy Poodle","Black",0,"Male","adult"
"Leo","Dog","1460",1,15,5,"7",1,"2","2015","midday","8","22",1,"Manchester Terrier","Tricolor",0,"Male","adult"
"Koko","Dog","730",1,18,59,"1",7,"4","2014","lateday","13","13",1,"Dachshund","Brown",0,"Female","adult"
"Nameless","Cat","120",0,9,0,"5",11,"7","2014","morning","4","22",1,"Domestic Shorthair","Blue",1,"Male","baby"
"Tanzy","Cat","90",1,16,12,"5",22,"1","2016","lateday","6","22",1,"Domestic Shorthair","Tortie",0,"Female","baby"
"Nameless","Cat","210",0,12,55,"5",11,"4","2014","midday","11","22",1,"Domestic Shorthair","Black",3,"Unknown","baby"
"Oreo","Dog","210",1,17,35,"7",14,"2","2016","lateday","14","22",1,"Labrador Retriever","Tricolor",0,"Male","baby"
"Peaches","Cat","365",1,11,54,"4",29,"10","2015","night","6","22",1,"Domestic Shorthair","Calico",0,"Female","baby"
"Ninja","Dog","1825",1,15,6,"6",20,"6","2015","midday","5","23",1,"Miniature Schnauzer","Black",0,"Male","adult"
"Piglet","Dog","60",1,18,0,"6",8,"11","2014","lateday","11","32",1,"Labrador Retriever","Black",0,"Female","baby"
"Rudy","Dog","365",1,12,16,"3",20,"5","2015","midday","5","15",0,"Chinese Sharpei","Brown",0,"Male","baby"
"Mr. Blue","Cat","180",1,17,37,"7",24,"8","2014","lateday","10","22",1,"Domestic Shorthair","Blue",0,"Male","baby"
"Perla","Dog","60",1,17,58,"1",14,"10","2013","lateday","9","22",1,"Labrador Retriever","Tan",0,"Female","baby"
"Korra","Dog","90",1,11,43,"6",25,"7","2015","night","11","13",1,"Dachshund","Brown",0,"Female","baby"
"Nameless","Cat","14",0,16,51,"5",2,"5","2014","lateday","6","22",1,"Domestic Shorthair","Tortie",1,"Female","baby"
"Nameless","Cat","365",0,9,0,"7",10,"8","2014","morning","11","22",1,"Domestic Shorthair","Brown",1,"Female","baby"
"James Bond","Cat","730",1,9,0,"5",13,"3","2015","morning","11","22",1,"Domestic Shorthair","Brown",1,"Male","adult"
"Nameless","Cat","1095",0,14,29,"7",9,"11","2014","midday","17","24",1,"Domestic Medium Hair","Brown",0,"Male","adult"
"Gunner","Dog","730",1,11,19,"1",7,"7","2014","night","4","13",1,"Chow Chow","Buff",0,"Male","adult"
"Lilly","Dog","730",1,14,2,"2",21,"4","2015","midday","11","23",1,"Chihuahua Shorthair","Black",0,"Female","adult"
"Madeline","Dog","730",1,12,48,"4",10,"7","2014","midday","19","23",1,"Chihuahua Shorthair","Brown",0,"Female","adult"
"Nameless","Cat","1095",0,16,8,"3",27,"11","2013","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Female","adult"
"Pippy","Dog","270",1,17,44,"6",23,"1","2016","lateday","11","22",1,"Labrador Retriever","Black",0,"Female","baby"
"Cheetah","Dog","30",1,14,49,"4",10,"7","2014","midday","11","38",1,"Labrador Retriever","Black",0,"Female","baby"
"Bear","Dog","30",1,18,58,"6",13,"2","2016","lateday","5","22",1,"Labrador Retriever","Black",0,"Male","baby"
"Owen","Cat","60",1,9,8,"4",18,"6","2015","morning","10","22",1,"Domestic Shorthair","Blue",1,"Male","baby"
"Tashi","Dog","2555",1,13,25,"4",3,"4","2014","midday","8","22",1,"Smooth Fox Terrier","Tricolor",0,"Male","adult"
"Lucy","Dog","330",1,11,46,"2",14,"7","2015","night","11","16",1,"Basset Hound","Brown",0,"Female","baby"
"Nameless","Dog","300",0,11,15,"6",2,"11","2013","night","19","12",1,"Pit Bull","Black",0,"Male","baby"
"Maya","Dog","365",1,17,18,"7",8,"3","2015","lateday","3","23",1,"Chihuahua Shorthair","Tan",0,"Female","baby"
"Nameless","Dog","21",0,15,0,"3",4,"2","2015","midday","11","19",0,"Chihuahua Shorthair","Cream",1,"Male","baby"
"Pepper","Cat","1460",1,13,5,"2",28,"7","2015","midday","6","24",1,"Domestic Medium Hair","Tortie",0,"Female","adult"
"Shanti","Cat","30",1,18,40,"6",27,"12","2014","lateday","18","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Jade","Dog","1825",1,11,37,"5",28,"8","2015","night","5","18",1,"Siberian Husky","Sable",0,"Female","adult"
"Cooper","Dog","1460",1,15,9,"7",6,"10","2013","midday","13","23",1,"Chihuahua Shorthair","Chocolate",0,"Male","adult"
"Toby","Dog","1095",1,14,35,"6",14,"3","2015","midday","9","13",0,"Staffordshire","Red",0,"Male","adult"
"Nameless","Cat","60",0,18,34,"5",26,"6","2015","lateday","18","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Tyson","Dog","4380",1,14,31,"4",24,"12","2015","midday","11","14",1,"Rottweiler","Black",0,"Male","adult"
"Nameless","Cat","120",0,9,0,"7",16,"8","2015","morning","4","24",1,"Domestic Medium Hair","Blue",1,"Female","baby"
"Jumbo","Dog","730",1,14,39,"7",31,"8","2014","midday","11","23",1,"Chihuahua Shorthair","Cream",0,"Male","adult"
"Blu","Dog","365",1,15,29,"6",24,"5","2014","midday","9","19",1,"German Shepherd","Brown",0,"Male","baby"
"Kelvi","Dog","1825",1,11,37,"3",1,"10","2014","night","11","17",1,"Border Collie","Black",0,"Female","adult"
"Nameless","Dog","14",0,0,0,"1",15,"2","2016","night","11","22",1,"Labrador Retriever","Brown",1,"Female","baby"
"Nameless","Cat","365",0,18,36,"2",30,"12","2014","lateday","17","22",1,"Domestic Shorthair","White",1,"Female","baby"
"Nameless","Cat","7",0,17,57,"3",2,"4","2014","lateday","11","22",1,"Domestic Shorthair","Black",1,"Female","baby"
"Nameless","Cat","1095",0,9,0,"4",10,"9","2015","morning","17","22",1,"Domestic Shorthair","Brown",1,"Male","adult"
"Nameless","Dog","60",0,18,40,"6",20,"12","2014","lateday","11","22",1,"Labrador Retriever","Black",0,"Male","baby"
"Nameless","Dog","120",0,18,32,"6",26,"10","2013","lateday","9","17",1,"Cairn Terrier","Tan",0,"Male","baby"
"Sissy","Dog","365",1,13,27,"5",8,"8","2014","midday","11","21",1,"Australian Kelpie","Brown",1,"Female","baby"
"Nameless","Cat","21",0,19,14,"2",18,"2","2014","lateday","17","22",1,"Domestic Shorthair","Brown",1,"Female","baby"
"Willie","Cat","730",1,16,15,"5",9,"10","2015","lateday","10","11",1,"Siamese","Lynx",0,"Male","adult"
"Tyson","Dog","365",1,13,19,"7",8,"11","2015","midday","10","13",1,"Catahoula","Fawn",0,"Male","baby"
"Pugster","Dog","730",1,12,48,"6",5,"4","2014","midday","13","23",1,"Chihuahua Shorthair","Chocolate",0,"Male","adult"
"Hayes","Dog","1460",1,15,39,"3",15,"1","2014","midday","11","5",0,"Boxer","Brown",0,"Male","adult"
"Nameless","Cat","365",0,9,0,"4",25,"9","2014","morning","5","22",1,"Domestic Shorthair","Black",3,"Unknown","baby"
"Nameless","Cat","60",0,17,6,"6",23,"8","2014","lateday","11","22",1,"Domestic Shorthair","Black",0,"Female","baby"
"Nameless","Cat","21",0,18,55,"1",24,"8","2015","lateday","17","22",1,"Domestic Shorthair","White",3,"Unknown","baby"
"Puma","Cat","60",1,13,12,"1",16,"3","2015","midday","11","22",1,"Domestic Shorthair","Brown",0,"Male","baby"
"Chocolate","Dog","1460",1,16,2,"1",29,"6","2015","lateday","3","13",1,"Dachshund","Red",0,"Male","adult"
"Nameless","Cat","3",0,12,46,"3",24,"9","2014","midday","5","24",1,"Domestic Medium Hair","Black",3,"Unknown","baby"
"Nameless","Dog","2920",0,16,44,"1",26,"10","2015","lateday","5","19",1,"Chinese Sharpei","Brown",1,"Female","adult"
"Scooby","Cat","60",1,17,49,"1",4,"8","2014","lateday","12","22",1,"Domestic Shorthair","Orange",0,"Male","baby"
"Mandy","Dog","3650",1,11,18,"4",16,"7","2015","night","5","20",1,"Miniature Poodle","White",1,"Female","adult"
"Nameless","Cat","30",0,11,45,"2",12,"5","2015","night","10","11",1,"Siamese","Lynx",3,"Unknown","baby"
"Jack","Cat","2920",1,13,9,"4",25,"6","2015","midday","11","22",1,"Domestic Shorthair","Brown",0,"Male","adult"
"Nameless","Cat","210",0,9,0,"7",11,"10","2015","morning","11","22",1,"Domestic Shorthair","Brown",1,"Female","baby"
"Nameless","Cat","28",0,14,9,"1",20,"4","2015","midday","6","22",1,"Domestic Shorthair","Tortie",1,"Female","baby"
"Nameless","Cat","60",0,13,22,"2",10,"6","2014","midday","17","24",1,"Domestic Medium Hair","Cream",0,"Female","baby"
"Romeo","Dog","365",1,14,53,"5",15,"11","2013","midday","9","13",1,"Dachshund","Tan",0,"Male","baby"
"Allie","Dog","1460",1,16,33,"2",5,"1","2016","lateday","19","19",1,"English Bulldog","Brown",0,"Female","adult"
"Nameless","Cat","1",0,15,33,"6",29,"3","2014","midday","5","22",1,"Domestic Shorthair","White",1,"Male","baby"
"Zoey","Cat","60",1,18,42,"1",17,"11","2014","lateday","6","22",1,"Domestic Shorthair","Calico",1,"Female","baby"
"Diamond","Dog","240",1,12,8,"6",30,"8","2014","midday","9","19",1,"German Shepherd","Black",0,"Female","baby"
"June","Dog","240",1,18,51,"6",3,"1","2015","lateday","5","19",1,"German Shepherd","Sable",0,"Female","baby"
"Brayson","Dog","1825",1,15,5,"7",23,"2","2014","midday","5","16",0,"Miniature Poodle","White",0,"Male","adult"
"Nameless","Dog","180",0,17,1,"5",29,"5","2015","lateday","11","8",0,"Pit Bull","Black",0,"Female","baby"
"Stanley","Cat","730",1,12,0,"1",11,"5","2015","midday","11","22",1,"Domestic Shorthair","Brown",1,"Male","adult"
"Nameless","Dog","730",0,12,40,"1",14,"9","2015","midday","5","21",1,"Yorkshire Terrier","Black",0,"Female","adult"
"Nameless","Dog","1095",0,17,3,"4",13,"3","2014","lateday","8","23",1,"Chihuahua Shorthair","Buff",0,"Female","adult"
"Lily","Dog","365",1,18,12,"7",5,"7","2015","lateday","10","25",1,"Australian Cattle Dog","Blue",0,"Female","baby"
"Minnie","Dog","150",1,12,41,"4",10,"9","2015","midday","13","28",1,"Dachshund","Brown",1,"Female","baby"
"Nameless","Cat","60",0,7,7,"5",26,"6","2015","morning","11","22",1,"Domestic Shorthair","Black",0,"Male","baby"
"Artemis","Cat","60",1,17,22,"7",21,"9","2014","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Male","baby"
"Nameless","Dog","1095",0,11,40,"5",26,"6","2015","night","9","23",1,"Pekingese","Red",0,"Male","adult"
