"Name","AnimalType","AgeinDays","HasName","Hour","Minute","Weekday","Day","Month","Year","TimeofDay","ColorComplexity","BreedComplexity","IsMix","SimpleBreed","SimpleColor","Intact","Sex","LifeStage","OutcomeType"
"Nameless","Cat","2190",0,9,0,"3",20,"5","2015","morning","12","20",0,"Domestic Medium Hair","Orange",0,"Female","adult","Transfer"
"Tula","Cat","150",1,17,19,"1",13,"10","2014","lateday","6","22",1,"Domestic Shorthair","Tortie",0,"Female","baby","Adoption"
"Nameless","Cat","120",0,9,0,"1",26,"10","2015","morning","10","22",1,"Domestic Shorthair","Lynx",1,"Male","baby","Transfer"
"Halo","Dog","4380",1,16,1,"3",1,"1","2014","lateday","11","19",1,"German Shepherd","Black",0,"Female","adult","Return_to_owner"
"X","Cat","365",1,10,43,"1",21,"7","2014","morning","17","22",1,"Domestic Shorthair","Cream",0,"Female","baby","Transfer"
"Maestro","Dog","2920",1,10,29,"6",26,"10","2013","morning","5","11",1,"Maltese","White",0,"Male","adult","Adoption"
"Nameless","Cat","21",0,17,20,"3",23,"9","2015","lateday","11","24",1,"Domestic Medium Hair","Brown",1,"Female","baby","Transfer"
"Derrida","Cat","90",1,12,37,"1",18,"1","2016","midday","17","22",1,"Domestic Shorthair","Black",0,"Female","baby","Adoption"
"Bella","Dog","730",1,11,30,"1",9,"11","2015","night","5","17",1,"West Highland","White",0,"Female","adult","Transfer"
"Dylan","Cat","180",1,16,7,"4",13,"8","2015","lateday","17","22",1,"Domestic Shorthair","Brown",0,"Male","baby","Transfer"
"Max","Cat","60",1,17,25,"6",19,"12","2015","lateday","16","22",1,"Domestic Shorthair","Blue",0,"Male","baby","Adoption"
"Kat","Cat","730",1,12,24,"6",14,"6","2014","midday","11","22",1,"Domestic Shorthair","Brown",0,"Female","adult","Return_to_owner"
"Nameless","Cat","21",0,17,16,"2",20,"10","2015","lateday","10","22",1,"Domestic Shorthair","Blue",1,"Female","baby","Transfer"
"Captain","Dog","1095",1,12,45,"7",15,"2","2015","midday","5","34",1,"German Shepherd","Brown",0,"Male","adult","Adoption"
"Smokey","Cat","60",1,18,44,"4",29,"10","2015","lateday","4","22",1,"Domestic Shorthair","Blue",1,"Female","baby","Adoption"
"Tasha Yar","Dog","330",1,18,14,"3",21,"5","2014","lateday","19","20",1,"Plott Hound","Brown",0,"Female","baby","Adoption"
"Prnc Charm","Cat","60",1,18,55,"5",18,"9","2015","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Male","baby","Adoption"
"Simba","Dog","3650",1,12,9,"2",30,"6","2015","midday","3","22",1,"Labrador Retriever","Tan",0,"Male","adult","Return_to_owner"
"Superman","Dog","1095",1,14,37,"1",1,"9","2014","midday","4","12",1,"Pit Bull","Blue",0,"Male","adult","Euthanasia"
"Lady","Dog","1095",1,17,19,"4",4,"12","2014","lateday","5","15",0,"German Shepherd","Black",0,"Female","adult","Transfer"
"Sky","Dog","365",1,12,48,"4",17,"12","2015","midday","9","21",1,"Australian Kelpie","Black",0,"Female","baby","Adoption"
"Pinto","Dog","2190",1,17,52,"4",13,"2","2014","lateday","11","23",1,"Chihuahua Shorthair","White",0,"Male","adult","Return_to_owner"
"Roxie","Dog","1095",1,15,19,"7",18,"10","2015","midday","5","22",1,"Labrador Retriever","Black",1,"Female","adult","Return_to_owner"
"Rosie","Dog","730",1,15,50,"6",25,"4","2015","midday","10","37",1,"Miniature Schnauzer","Black",0,"Female","adult","Adoption"
"Cena","Dog","180",1,18,12,"5",11,"9","2015","lateday","5","15",0,"German Shepherd","Sable",0,"Female","baby","Adoption"
"Sierra","Dog","1095",1,11,43,"6",20,"6","2015","night","5","22",1,"Labrador Retriever","Black",0,"Female","adult","Adoption"
"Jasper","Dog","730",1,17,58,"6",22,"11","2014","lateday","11","17",1,"Border Collie","Black",1,"Male","adult","Return_to_owner"
"King","Dog","60",1,18,39,"2",18,"11","2014","lateday","11","41",1,"Wire Hair Fox Terrier","Cream",0,"Male","baby","Adoption"
"Lucy","Dog","1460",1,16,16,"4",12,"2","2015","lateday","9","22",1,"Chihuahua Longhair","Black",0,"Female","adult","Adoption"
"Willa","Cat","240",1,13,55,"6",12,"4","2014","midday","18","22",1,"Domestic Shorthair","Orange",0,"Female","baby","Adoption"
"Lilly","Cat","60",1,17,22,"2",29,"9","2015","lateday","6","22",1,"Domestic Shorthair","Tortie",0,"Female","baby","Adoption"
"Spike","Dog","2920",1,16,14,"4",20,"8","2015","lateday","9","19",1,"Anatol Shepherd","White",0,"Male","adult","Died"
"Cindy","Dog","730",1,14,39,"6",14,"11","2015","midday","11","23",1,"Chihuahua Shorthair","Black",0,"Female","adult","Return_to_owner"
"Snoopy","Dog","3650",1,17,52,"5",10,"4","2015","lateday","15","40",1,"Chihuahua Shorthair","Chocolate",0,"Male","adult","Return_to_owner"
"Bevo","Dog","365",1,16,2,"5",16,"10","2015","lateday","13","25",1,"Australian Cattle Dog","Black",1,"Male","baby","Return_to_owner"
"Clark","Cat","30",1,15,38,"4",17,"7","2014","midday","11","22",1,"Domestic Shorthair","Brown",1,"Male","baby","Transfer"
"Marie","Cat","60",1,17,8,"5",18,"7","2014","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Female","baby","Adoption"
"Nameless","Cat","300",0,9,0,"1",5,"10","2015","morning","5","22",1,"Domestic Shorthair","Black",1,"Male","baby","Transfer"
"Rosebud","Cat","1825",1,18,29,"7",11,"10","2015","lateday","5","22",1,"Domestic Shorthair","Black",0,"Female","adult","Adoption"
"Pretty Boy","Dog","730",1,16,40,"1",3,"2","2014","lateday","19","15",1,"Boxer","Brown",0,"Male","adult","Transfer"
"Claude","Cat","60",1,18,11,"4",19,"6","2014","lateday","11","22",1,"Domestic Shorthair","Black",1,"Male","baby","Transfer"
"Nicolas","Dog","730",1,17,57,"1",22,"9","2014","lateday","9","13",1,"Dachshund","Black",0,"Male","adult","Return_to_owner"
"Nameless","Cat","730",0,9,0,"3",16,"7","2014","morning","12","22",1,"Domestic Shorthair","Orange",1,"Male","adult","Transfer"
"Nameless","Cat","120",0,9,0,"6",3,"10","2015","morning","10","11",1,"Siamese","Lynx",1,"Female","baby","Transfer"
"Heidi","Dog","365",1,15,23,"4",12,"12","2013","midday","11","18",1,"Rhod Ridgeback","Brown",0,"Female","baby","Return_to_owner"
"Merrick","Dog","60",1,17,21,"5",14,"3","2014","lateday","14","21",0,"Australian Cattle Dog","Red",0,"Female","baby","Adoption"
"Big Foot","Cat","1825",1,13,15,"5",8,"5","2015","midday","11","22",1,"Domestic Shorthair","Black",0,"Male","adult","Euthanasia"
"Jessie","Cat","210",1,16,20,"6",13,"12","2014","lateday","10","22",1,"Domestic Shorthair","Blue",0,"Female","baby","Adoption"
"Nameless","Cat","365",0,9,0,"5",17,"7","2015","morning","5","22",1,"Domestic Shorthair","Black",3,"Unknown","baby","Transfer"
"Bear","Dog","365",1,14,34,"1",2,"6","2014","midday","5","36",1,"Miniature Poodle","Black",0,"Male","baby","Adoption"
"Matty","Dog","730",1,11,15,"2",3,"2","2015","night","5","18",0,"Labrador Retriever","Black",1,"Male","adult","Return_to_owner"
"Leon","Dog","1095",1,16,25,"3",17,"12","2014","lateday","19","12",1,"Pit Bull","Yellow",0,"Male","adult","Adoption"
"Pumkin","Dog","1095",1,11,47,"7",12,"4","2015","night","11","19",0,"Australian Shepherd","Black",3,"Unknown","adult","Return_to_owner"
"Jude","Dog","365",1,15,4,"2",3,"6","2014","midday","11","19",1,"Anatol Shepherd","Brown",0,"Male","baby","Adoption"
"Nameless","Cat","14",0,12,42,"5",16,"10","2015","midday","5","24",1,"Domestic Medium Hair","Black",3,"Unknown","baby","Transfer"
"Cindy","Dog","365",1,16,26,"4",8,"10","2015","lateday","3","23",1,"Chihuahua Shorthair","Tan",0,"Female","baby","Transfer"
"Barney","Dog","4745",1,13,24,"7",21,"6","2015","midday","9","35",1,"Australian Cattle Dog","Red",1,"Male","adult","Return_to_owner"
"Quin","Cat","180",1,18,17,"6",21,"3","2015","lateday","12","18",0,"Domestic Shorthair","Orange",0,"Female","baby","Adoption"
"Stella","Dog","1095",1,17,43,"4",13,"8","2015","lateday","13","14",1,"Boxer","Brown",0,"Female","adult","Adoption"
"Sable","Cat","150",1,14,31,"7",8,"12","2013","midday","5","22",1,"Domestic Shorthair","Black",0,"Female","baby","Transfer"
"Tuck","Cat","60",1,13,52,"1",16,"6","2014","midday","5","22",1,"Domestic Shorthair","Black",1,"Male","baby","Transfer"
"Jones","Dog","90",1,17,56,"6",29,"3","2014","lateday","19","13",1,"Catahoula","White",0,"Male","baby","Transfer"
"Nameless","Dog","365",0,18,56,"7",13,"9","2015","lateday","7","14",1,"Pomeranian","Red",0,"Female","baby","Adoption"
"St. Nicks","Dog","60",1,18,4,"3",18,"12","2013","lateday","8","23",1,"Australian Shepherd","Tricolor",0,"Male","baby","Adoption"
"Calypto","Dog","1825",1,17,42,"2",6,"1","2015","lateday","6","33",1,"Labrador Retriever","Yellow",0,"Male","adult","Return_to_owner"
"Goliath","Dog","1095",1,18,0,"7",14,"2","2016","lateday","9","12",1,"Pit Bull","Tan",0,"Male","adult","Adoption"
"Bear","Dog","365",1,18,41,"7",7,"6","2015","lateday","5","23",1,"Chihuahua Shorthair","Brown",0,"Male","baby","Return_to_owner"
"Jax","Dog","60",1,17,34,"6",20,"6","2015","lateday","11","17",1,"Staffordshire","Brown",0,"Male","baby","Return_to_owner"
"Ian","Cat","3650",1,18,53,"7",16,"2","2014","lateday","10","11",1,"Siamese","Lynx",0,"Male","adult","Return_to_owner"
"Nameless","Dog","14",0,0,0,"1",15,"2","2016","night","16","22",1,"Labrador Retriever","Blue",1,"Male","baby","Transfer"
"Leonardo","Dog","365",1,14,0,"5",18,"4","2014","midday","9","24",1,"Jack Russell Terrier","White",1,"Male","baby","Transfer"
"Gordon","Dog","730",1,11,19,"3",10,"2","2016","night","5","14",1,"Lhasa Apso","Cream",0,"Male","adult","Transfer"
"Chocolate","Dog","730",1,13,26,"5",26,"9","2014","midday","9","12",1,"Pit Bull","Chocolate",1,"Male","adult","Euthanasia"
"Clarence","Cat","60",1,14,23,"3",7,"10","2015","midday","10","18",0,"Domestic Shorthair","Blue",1,"Male","baby","Transfer"
"Abigail","Dog","730",1,11,45,"5",22,"5","2015","night","5","22",1,"Labrador Retriever","Black",1,"Female","adult","Return_to_owner"
"Hazel","Cat","2920",1,10,46,"7",10,"1","2016","morning","5","22",1,"Domestic Shorthair","Black",0,"Female","adult","Adoption"
"Elmo","Dog","365",1,18,53,"7",26,"1","2014","lateday","8","40",1,"Chihuahua Shorthair","Tricolor",1,"Male","baby","Transfer"
"Winnie","Dog","1460",1,17,42,"7",25,"10","2015","lateday","9","23",1,"Chihuahua Shorthair","Liver",0,"Female","adult","Adoption"
"Maggie","Dog","365",1,15,59,"6",16,"5","2015","midday","10","16",1,"Pit Bull","White",0,"Female","baby","Adoption"
"Summer","Cat","150",1,16,34,"6",2,"1","2016","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Female","baby","Adoption"
"Eli","Dog","730",1,15,10,"5",18,"9","2015","midday","11","10",1,"Pug","Sable",0,"Male","adult","Transfer"
"Nick","Dog","1095",1,17,11,"3",5,"2","2014","lateday","5","30",1,"Irish Wolfhound","White",0,"Male","adult","Transfer"
"Waylon","Dog","1095",1,17,58,"5",10,"1","2014","lateday","5","16",0,"English Foxhound","Brown",0,"Male","adult","Adoption"
"Nameless","Cat","0",0,18,56,"1",24,"8","2015","lateday","18","22",1,"Domestic Shorthair","Orange",3,"Unknown","baby","Transfer"
"Parker","Dog","60",1,17,18,"2",1,"10","2013","lateday","9","19",1,"German Shepherd","Black",0,"Female","baby","Adoption"
"Sven","Dog","330",1,17,22,"1",2,"11","2015","lateday","9","18",1,"Great Pyrenees","White",0,"Male","baby","Adoption"
"Vivian","Cat","2920",1,11,16,"6",19,"4","2014","night","12","11",1,"Siamese","Tortie",0,"Female","adult","Adoption"
"Molly","Cat","730",1,14,44,"7",27,"10","2013","midday","11","22",1,"Domestic Shorthair","Brown",0,"Female","adult","Transfer"
"Bishop","Dog","1095",1,14,55,"5",16,"10","2015","midday","11","5",0,"Boxer","Black",0,"Male","adult","Return_to_owner"
"Nameless","Dog","2190",0,0,0,"6",10,"10","2015","night","5","23",1,"Chihuahua Shorthair","White",1,"Female","adult","Transfer"
"Peony","Cat","60",1,13,12,"1",6,"10","2014","midday","11","22",1,"Domestic Shorthair","Brown",0,"Female","baby","Adoption"
"Nameless","Cat","1095",0,9,0,"1",28,"7","2014","morning","11","22",1,"Domestic Shorthair","Brown",0,"Female","adult","Transfer"
"Nameless","Cat","14",0,0,0,"5",11,"9","2015","night","11","11",1,"Ragdoll","Lilac",1,"Female","baby","Transfer"
"Fred","Cat","60",1,12,16,"6",12,"7","2014","midday","11","22",1,"Domestic Shorthair","Brown",0,"Male","baby","Adoption"
"Baylah","Dog","1460",1,14,22,"5",11,"12","2015","midday","5","18",1,"Siberian Husky","White",0,"Female","adult","Return_to_owner"
"Nameless","Cat","60",0,17,11,"3",16,"7","2014","lateday","16","22",1,"Domestic Shorthair","Blue",0,"Female","baby","Adoption"
"X","Cat","60",1,13,42,"5",18,"7","2014","midday","10","22",1,"Domestic Shorthair","Blue",1,"Male","baby","Transfer"
"Doc","Dog","2555",1,11,37,"1",30,"6","2014","night","11","17",1,"Border Collie","Brown",0,"Male","adult","Adoption"
"Olive","Cat","150",1,16,54,"4",10,"10","2013","lateday","18","22",1,"Domestic Shorthair","Orange",1,"Female","baby","Transfer"
"Tabbie","Cat","6570",1,13,19,"4",19,"12","2013","midday","5","22",1,"Domestic Shorthair","Black",0,"Male","adult","Euthanasia"
"Patch","Dog","730",1,17,39,"4",20,"2","2014","lateday","3","23",1,"Chihuahua Shorthair","Tan",0,"Male","adult","Return_to_owner"
"Sofia","Cat","365",1,12,6,"3",30,"9","2015","midday","5","22",1,"Domestic Shorthair","Black",0,"Female","baby","Return_to_owner"
"Briggs","Dog","1095",1,8,5,"7",9,"3","2014","morning","5","22",1,"Labrador Retriever","Black",1,"Male","adult","Euthanasia"
"Nameless","Cat","180",0,9,0,"5",30,"10","2015","morning","5","22",1,"Domestic Shorthair","Black",3,"Unknown","baby","Transfer"
"Nameless","Cat","150",0,17,34,"7",25,"5","2014","lateday","12","22",1,"Domestic Shorthair","Tortie",1,"Female","baby","Transfer"
"Zippee","Dog","180",1,16,58,"4",10,"12","2015","lateday","5","12",1,"Pit Bull","Black",1,"Female","baby","Transfer"
"Bruiser","Cat","1095",1,11,3,"2",25,"3","2014","night","11","22",1,"Domestic Shorthair","Black",0,"Male","adult","Transfer"
"Behemoth","Cat","120",1,19,38,"5",27,"12","2013","lateday","4","22",1,"Domestic Shorthair","Blue",0,"Male","baby","Transfer"
"Cupcake","Cat","14",1,12,2,"7",6,"12","2015","midday","11","22",1,"Domestic Shorthair","Cream",1,"Male","baby","Transfer"
"Princess","Dog","4745",1,12,54,"2",12,"11","2013","midday","11","19",1,"American Eskimo","Brown",0,"Female","adult","Euthanasia"
"Nameless","Cat","21",0,18,47,"3",10,"9","2014","lateday","12","22",1,"Domestic Shorthair","Orange",1,"Male","baby","Transfer"
"Choco","Dog","365",1,18,38,"3",25,"2","2015","lateday","9","22",1,"Labrador Retriever","Chocolate",0,"Male","baby","Return_to_owner"
"Nameless","Cat","60",0,18,47,"6",19,"4","2014","lateday","10","22",1,"Domestic Shorthair","Blue",0,"Male","baby","Adoption"
"Clutch","Cat","1095",1,16,19,"7",14,"2","2016","lateday","11","24",1,"Domestic Medium Hair","Black",0,"Male","adult","Adoption"
"Nameless","Cat","365",0,9,0,"1",5,"10","2015","morning","10","22",1,"Domestic Shorthair","Blue",1,"Female","baby","Transfer"
"Seth","Cat","60",1,18,15,"1",9,"11","2015","lateday","17","24",1,"Domestic Medium Hair","Cream",0,"Male","baby","Adoption"
"Reese'S","Dog","60",1,19,2,"1",24,"8","2015","lateday","17","24",1,"Great Pyrenees","White",0,"Male","baby","Adoption"
"Nameless","Cat","7",0,12,47,"2",5,"8","2014","midday","11","22",1,"Domestic Shorthair","Cream",1,"Male","baby","Transfer"
"Nameless","Dog","60",0,18,49,"1",30,"6","2014","lateday","11","23",1,"Australian Shepherd","Black",0,"Female","baby","Adoption"
"Nameless","Dog","365",0,14,52,"6",22,"2","2014","midday","5","27",1,"Miniature Schnauzer","White",0,"Female","baby","Transfer"
"James","Cat","60",1,15,48,"5",22,"11","2013","midday","10","11",1,"Siamese","Lynx",0,"Male","baby","Adoption"
"Captain","Dog","365",1,15,16,"3",16,"4","2014","midday","6","18",0,"Labrador Retriever","Yellow",1,"Male","baby","Return_to_owner"
"Nameless","Cat","60",0,18,41,"7",24,"1","2016","lateday","11","24",1,"Domestic Medium Hair","Black",0,"Male","baby","Adoption"
"Dawn","Cat","60",1,14,46,"6",18,"7","2015","midday","5","22",1,"Domestic Shorthair","Black",0,"Female","baby","Adoption"
"Penny","Dog","1095",1,15,41,"2",7,"7","2015","midday","9","19",1,"German Shepherd","Tan",1,"Female","adult","Return_to_owner"
"Buster","Dog","365",1,13,20,"3",14,"1","2015","midday","11","22",1,"Labrador Retriever","Black",0,"Male","baby","Return_to_owner"
"Aster","Dog","180",1,17,51,"2",11,"2","2014","lateday","4","20",1,"Golden Retriever","Buff",0,"Female","baby","Adoption"
"Roz","Cat","60",1,17,33,"7",27,"9","2015","lateday","12","22",1,"Domestic Shorthair","Orange",0,"Female","baby","Adoption"
"Dimu","Dog","730",1,14,19,"3",25,"11","2015","midday","10","17",1,"Staffordshire","Blue",0,"Male","adult","Adoption"
"Edward","Dog","1095",1,15,16,"3",19,"3","2014","midday","4","12",1,"Pit Bull","Fawn",1,"Male","adult","Euthanasia"
"Maggie","Dog","30",1,17,27,"6",7,"2","2015","lateday","11","22",1,"Labrador Retriever","Cream",0,"Female","baby","Adoption"
"Cabron","Dog","90",1,11,33,"7",17,"5","2015","night","11","18",1,"Siberian Husky","Black",0,"Male","baby","Return_to_owner"
"Nameless","Dog","150",0,15,33,"7",8,"12","2013","midday","11","13",1,"Dachshund","Black",0,"Female","baby","Transfer"
"Marvin","Cat","365",1,14,52,"2",14,"10","2014","midday","16","22",1,"Domestic Shorthair","Blue",0,"Male","baby","Transfer"
"Faith","Cat","240",1,12,42,"6",25,"1","2014","midday","11","24",1,"Domestic Medium Hair","Black",0,"Female","baby","Adoption"
"Woody","Cat","210",1,18,34,"3",4,"3","2015","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Male","baby","Adoption"
"Nameless","Cat","14",0,16,15,"4",18,"9","2014","lateday","11","22",1,"Domestic Shorthair","White",1,"Male","baby","Transfer"
"Tootsie","Dog","150",1,14,23,"1",31,"8","2015","midday","11","13",1,"Dachshund","Brown",0,"Male","baby","Transfer"
"Nameless","Dog","28",0,13,33,"3",23,"10","2013","midday","11","22",1,"Labrador Retriever","Black",1,"Female","baby","Transfer"
"Nameless","Dog","2555",0,12,41,"5",3,"4","2015","midday","5","23",1,"Chihuahua Shorthair","Brown",1,"Female","adult","Euthanasia"
"Nameless","Dog","28",0,17,46,"3",22,"10","2014","lateday","11","22",1,"Labrador Retriever","Black",1,"Male","baby","Transfer"
"Nameless","Cat","21",0,18,48,"7",17,"5","2015","lateday","5","22",1,"Domestic Shorthair","Black",1,"Female","baby","Transfer"
"Fozzy Bear","Dog","2920",1,0,0,"3",25,"11","2015","night","9","20",1,"Miniature Poodle","Chocolate",0,"Male","adult","Transfer"
"Pickles","Dog","730",1,14,17,"6",20,"6","2015","midday","5","28",1,"Dachshund","Brown",0,"Female","adult","Adoption"
"Lily","Cat","60",1,16,2,"6",18,"1","2014","lateday","5","22",1,"Domestic Shorthair","Black",0,"Female","baby","Adoption"
"Baby Boy","Dog","1825",1,14,29,"5",31,"7","2015","midday","15","31",1,"Australian Cattle Dog","Red",0,"Male","adult","Transfer"
"Stark","Dog","60",1,12,27,"7",17,"11","2013","midday","24","27",1,"Pit Bull","Brown",1,"Male","baby","Adoption"
"Ashley","Dog","1825",1,13,40,"7",22,"2","2015","midday","11","18",1,"Siberian Husky","Sable",0,"Female","adult","Return_to_owner"
"Tango","Cat","120",1,19,17,"3",11,"11","2015","lateday","5","22",1,"Domestic Shorthair","Black",0,"Male","baby","Adoption"
"Nameless","Dog","150",0,16,49,"1",17,"3","2014","lateday","3","22",1,"Labrador Retriever","Red",0,"Male","baby","Adoption"
"Nameless","Cat","21",0,11,35,"4",10,"9","2015","night","11","21",1,"Domestic Longhair","Black",1,"Female","baby","Transfer"
"Dexter","Dog","730",1,16,19,"5",28,"11","2014","lateday","5","13",1,"Dachshund","Black",0,"Male","adult","Adoption"
"Tom","Cat","60",1,17,8,"6",21,"12","2013","lateday","18","22",1,"Domestic Shorthair","Orange",0,"Male","baby","Adoption"
"Warner","Cat","60",1,14,31,"7",8,"12","2013","midday","16","11",1,"Siamese","Lynx",0,"Male","baby","Transfer"
"Figaro","Dog","730",1,16,10,"3",20,"5","2015","lateday","5","20",1,"Miniature Poodle","White",0,"Male","adult","Adoption"
"Tulip","Cat","60",1,18,27,"7",19,"7","2015","lateday","6","22",1,"Domestic Shorthair","Tortie",0,"Female","baby","Adoption"
"Dorado","Dog","90",1,13,20,"7",9,"8","2015","midday","3","16",1,"Carolina Dog","Red",0,"Male","baby","Adoption"
"Blue","Dog","365",1,12,13,"1",10,"11","2014","midday","10","12",1,"Pit Bull","Fawn",0,"Male","baby","Euthanasia"
"Tiny","Dog","2555",1,13,28,"7",21,"9","2014","midday","11","15",1,"Rat Terrier","White",0,"Male","adult","Return_to_owner"
"Frannie","Dog","1095",1,17,52,"1",11,"5","2015","lateday","11","23",1,"Chihuahua Shorthair","Black",0,"Female","adult","Return_to_owner"
"Samantha","Dog","730",1,16,52,"3",25,"11","2015","lateday","11","13",1,"Dachshund","Brown",0,"Female","adult","Return_to_owner"
"Nameless","Cat","21",0,11,36,"3",11,"11","2015","night","17","22",1,"Domestic Shorthair","Brown",1,"Male","baby","Transfer"
"Furby","Dog","1460",1,18,1,"4",3,"7","2014","lateday","9","14",1,"Pomeranian","Tan",0,"Female","adult","Adoption"
"Max","Dog","2920",1,12,9,"5",10,"4","2015","midday","11","17",1,"Bullmastiff","Brown",0,"Male","adult","Return_to_owner"
"Bueller","Dog","1460",1,14,31,"1",13,"10","2014","midday","11","23",1,"Chihuahua Shorthair","Brown",0,"Male","adult","Transfer"
"Ozzy","Dog","365",1,14,4,"1",29,"9","2014","midday","13","34",1,"Border Terrier","Brown",1,"Male","baby","Transfer"
"Sawyer","Cat","365",1,14,55,"4",19,"6","2014","midday","12","22",1,"Domestic Shorthair","Orange",0,"Male","baby","Transfer"
"Milcha","Cat","3650",1,18,23,"5",24,"4","2015","lateday","12","11",1,"Siamese","Tortie",0,"Female","adult","Adoption"
"Nameless","Cat","150",0,9,0,"1",29,"9","2014","morning","11","24",1,"Domestic Medium Hair","Black",1,"Male","baby","Transfer"
"Dottie","Dog","365",1,18,37,"1",24,"2","2014","lateday","5","5",0,"Boxer","White",0,"Female","baby","Return_to_owner"
"Nameless","Cat","90",0,17,31,"5",19,"12","2014","lateday","12","22",1,"Domestic Shorthair","Orange",0,"Male","baby","Adoption"
"Davey","Cat","90",1,15,27,"2",12,"8","2014","midday","11","22",1,"Domestic Shorthair","Cream",0,"Male","baby","Adoption"
"Boner","Dog","1825",1,11,53,"6",9,"5","2015","night","13","12",1,"Pit Bull","Brown",1,"Male","adult","Return_to_owner"
"Ziggy","Dog","60",1,9,56,"6",22,"3","2014","morning","8","31",1,"Soft Coated Wheaten Terrier","Buff",1,"Female","baby","Adoption"
"Meg","Dog","730",1,12,25,"3",19,"2","2014","midday","11","12",1,"Pit Bull","Brown",0,"Female","adult","Adoption"
"Marla","Dog","365",1,14,15,"7",27,"9","2015","midday","5","23",1,"Chihuahua Shorthair","Black",0,"Female","baby","Adoption"
"Miss Sally","Dog","60",1,18,10,"6",6,"9","2014","lateday","5","12",1,"Pit Bull","White",0,"Female","baby","Adoption"
"Nameless","Cat","21",0,10,42,"3",8,"1","2014","morning","11","22",1,"Domestic Shorthair","Brown",1,"Female","baby","Transfer"
"Nameless","Cat","730",0,16,25,"5",26,"9","2014","lateday","10","22",1,"Domestic Shorthair","Blue",0,"Male","adult","Return_to_owner"
"Jake","Dog","730",1,17,23,"6",8,"3","2014","lateday","11","31",1,"Chihuahua Shorthair","Black",0,"Male","adult","Adoption"
"Bruno","Dog","2190",1,15,46,"6",12,"12","2015","midday","11","12",1,"Pit Bull","Brown",1,"Male","adult","Euthanasia"
"Judith","Dog","730",1,15,25,"7",3,"5","2015","midday","8","15",1,"Rat Terrier","Tricolor",0,"Female","adult","Adoption"
"Otter","Dog","730",1,15,42,"1",14,"12","2015","midday","8","21",1,"Queensland Heeler","Red",0,"Male","adult","Adoption"
"Nameless","Cat","7",0,16,19,"3",27,"5","2015","lateday","10","22",1,"Domestic Shorthair","Blue",3,"Unknown","baby","Transfer"
"Nameless","Cat","28",0,14,35,"7",14,"6","2015","midday","6","22",1,"Domestic Shorthair","Calico",1,"Female","baby","Transfer"
"Goose","Cat","60",1,17,14,"6",28,"11","2015","lateday","11","22",1,"Domestic Shorthair","White",0,"Male","baby","Adoption"
"Nameless","Dog","730",0,11,17,"1",6,"1","2014","night","5","22",1,"Chihuahua Longhair","Black",1,"Female","adult","Euthanasia"
"Harley","Dog","365",1,16,2,"1",6,"10","2014","lateday","11","18",1,"Great Dane","Black",1,"Male","baby","Return_to_owner"
"Bristol","Dog","60",1,12,34,"7",19,"7","2015","midday","9","17",1,"Collie Smooth","Cream",1,"Female","baby","Adoption"
"Speedy","Dog","2190",1,13,26,"5",4,"7","2014","midday","11","23",1,"Chihuahua Shorthair","Brown",0,"Male","adult","Transfer"
"Nameless","Cat","150",0,17,58,"1",30,"11","2015","lateday","10","24",1,"Domestic Medium Hair","Blue",0,"Male","baby","Adoption"
"Tuzi","Dog","365",1,18,34,"7",20,"4","2014","lateday","11","23",1,"Chihuahua Shorthair","White",0,"Female","baby","Adoption"
"Nameless","Cat","60",0,14,46,"7",19,"7","2015","midday","17","24",1,"Domestic Medium Hair","Brown",0,"Female","baby","Adoption"
"Chloe","Dog","1095",1,18,19,"5",16,"1","2015","lateday","12","22",1,"Labrador Retriever","Yellow",0,"Female","adult","Adoption"
"Nameless","Cat","28",0,12,44,"3",17,"6","2015","midday","11","18",0,"Domestic Shorthair","Black",1,"Female","baby","Transfer"
"Reesie","Dog","365",1,17,1,"4",10,"10","2013","lateday","8","25",1,"Australian Cattle Dog","Tricolor",0,"Female","baby","Return_to_owner"
"Chino","Dog","1095",1,16,21,"1",11,"8","2014","lateday","5","31",1,"Miniature Poodle","White",0,"Male","adult","Adoption"
"Nameless","Cat","180",0,19,39,"3",9,"12","2015","lateday","11","22",1,"Domestic Shorthair","Brown",0,"Male","baby","Transfer"
"Road Runner","Cat","30",1,15,43,"7",21,"6","2015","midday","12","22",1,"Domestic Shorthair","Orange",1,"Male","baby","Euthanasia"
"Nameless","Cat","28",0,15,38,"2",19,"5","2015","midday","10","22",1,"Domestic Shorthair","Blue",1,"Male","baby","Transfer"
"Bonnie","Dog","30",1,16,1,"6",23,"1","2016","lateday","5","22",1,"Labrador Retriever","Black",1,"Female","baby","Transfer"
"Cherry","Dog","1825",1,13,7,"6",15,"2","2014","midday","11","11",1,"Pointer","Black",0,"Female","adult","Adoption"
"Buttercup","Dog","1460",1,16,27,"3",1,"4","2015","lateday","5","14",1,"Toy Poodle","White",0,"Female","adult","Return_to_owner"
"Wyatt","Dog","365",1,16,45,"3",27,"5","2015","lateday","9","15",0,"German Shepherd","Black",1,"Male","baby","Transfer"
