"ID","Name","OutcomeType","AnimalType","SexuponOutcome","Breed","Color","isTrain","AgeinDays","NameNoName","Year","Month","Day","Hour","Minute","DayOfTheWeek","WeekEnd","Situation","Sex","DayPhase","BreedSimplified","LifePhase"
"4473","Money",NA,"Dog","Neutered Male","PitBullMix","Brown Brindle/Black",FALSE,"365","TRUE","2014","08","27","18","42","4","FALSE","Neutered","Male","afternoon","Mix","adolescent"
"4474","Lucky",NA,"Dog","Intact Female","BullTerrierMiniatureMix","Brown Brindle/White",FALSE,"1095","TRUE","2014","08","28","18","06","5","FALSE","Intact","Female","afternoon","Mix","adult"
"4475","Jack",NA,"Dog","Neutered Male","LabradorRetrieverMix","Black",FALSE,"2920","TRUE","2014","12","26","13","53","6","FALSE","Neutered","Male","afternoon","Mix","adult"
"4476","Homicide",NA,"Dog","Intact Female","PitBullMix","Brown Brindle/White",FALSE,"1460","TRUE","2014","05","15","18","05","5","FALSE","Intact","Female","afternoon","Mix","adult"
"4477","Kelly",NA,"Dog","Spayed Female","AkitaMix","Tan/White",FALSE,"2190","TRUE","2016","01","28","11","06","5","FALSE","Spayed","Female","morning","Mix","adult"
"4478","Joey",NA,"Dog","Neutered Male","CardiganWelshCorgi/GermanShepherd","Black/Tan",FALSE,"730","TRUE","2014","05","07","11","11","4","FALSE","Neutered","Male","morning","Hybrid","adult"
"4479","Luna",NA,"Dog","Spayed Female","PitBullMix","Blue",FALSE,"730","TRUE","2016","02","20","11","33","7","TRUE","Spayed","Female","morning","Mix","adult"
"4480","",NA,"Dog","Intact Female","AustralianKelpieMix","Black/Brown Brindle",FALSE,"120","FALSE","2014","07","27","11","56","1","TRUE","Intact","Female","morning","Mix","puppy"
"4483","Otis",NA,"Dog","Neutered Male","AmericanBulldogMix","White/Black",FALSE,"1825","TRUE","2013","10","08","17","49","3","FALSE","Neutered","Male","afternoon","Mix","adult"
"4484","",NA,"Dog","Neutered Male","PitBullMix","Brown Brindle/White",FALSE,"1095","FALSE","2015","06","12","16","54","6","FALSE","Neutered","Male","afternoon","Mix","adult"
"4485","George",NA,"Dog","Intact Male","BrussGriffon/ChihuahuaLonghair","Brown/Tan",FALSE,"365","TRUE","2015","08","14","17","59","6","FALSE","Intact","Male","afternoon","Hybrid","adolescent"
"4487","",NA,"Dog","Spayed Female","AustralianShepherdMix","Brown/White",FALSE,"30","FALSE","2013","12","29","13","37","1","TRUE","Spayed","Female","afternoon","Mix","gestation"
"4488","Astrid",NA,"Dog","Spayed Female","ManchesterTerrierMix","Black/White",FALSE,"730","TRUE","2014","09","03","17","58","4","FALSE","Spayed","Female","afternoon","Mix","adult"
"4489","Sasha",NA,"Dog","Spayed Female","BorderCollieMix","Chocolate/White",FALSE,"90","TRUE","2013","12","24","16","07","3","FALSE","Spayed","Female","afternoon","Mix","puppy"
"4490","Sadie",NA,"Dog","Spayed Female","CavalierSpanMix","Red",FALSE,"210","TRUE","2013","12","07","17","48","7","TRUE","Spayed","Female","afternoon","Mix","puppy"
"4492","Titan",NA,"Dog","Neutered Male","ManchesterTerrierMix","Black/Brown",FALSE,"180","TRUE","2014","12","28","17","51","1","TRUE","Neutered","Male","afternoon","Mix","puppy"
"4493","Piper",NA,"Dog","Spayed Female","LabradorRetriever/Dachshund","Black",FALSE,"365","TRUE","2016","01","31","17","55","1","TRUE","Spayed","Female","afternoon","Hybrid","adolescent"
"4494","Jean Grey",NA,"Dog","Spayed Female","DachshundLonghairMix","Brown Brindle/White",FALSE,"365","TRUE","2014","08","16","16","17","7","TRUE","Spayed","Female","afternoon","Mix","adolescent"
"4497","Sprinkle",NA,"Dog","Spayed Female","GermanShepherdMix","Black/Brown",FALSE,"365","TRUE","2014","02","16","17","35","1","TRUE","Spayed","Female","afternoon","Mix","adolescent"
"4499","Taylor",NA,"Dog","Spayed Female","LabradorRetrieverMix","Brown/Tan",FALSE,"730","TRUE","2015","10","17","12","03","7","TRUE","Spayed","Female","afternoon","Mix","adult"
"4501","Lanni",NA,"Dog","Spayed Female","ChihuahuaShorthairMix","Blue/White",FALSE,"1095","TRUE","2013","12","14","17","36","7","TRUE","Spayed","Female","afternoon","Mix","adult"
"4502","Chaplin",NA,"Dog","Neutered Male","PitBullMix","Brown/White",FALSE,"365","TRUE","2014","04","15","15","13","3","FALSE","Neutered","Male","afternoon","Mix","adolescent"
"4503","Zoey",NA,"Dog","Spayed Female","GermanShepherdMix","Tan/Black",FALSE,"1825","TRUE","2015","08","28","16","29","6","FALSE","Spayed","Female","afternoon","Mix","adult"
"4504","Sheba",NA,"Dog","Spayed Female","GreatPyreneesMix","White",FALSE,"4380","TRUE","2014","04","14","16","54","2","FALSE","Spayed","Female","afternoon","Mix","senior"
"4505","",NA,"Dog","Spayed Female","EnglishCockerSpanielMix","White/Black",FALSE,"1095","FALSE","2015","04","21","19","10","3","FALSE","Spayed","Female","afternoon","Mix","adult"
"4506","Rosie",NA,"Dog","Spayed Female","ChihuahuaLonghairMix","Black/Gray",FALSE,"300","TRUE","2013","11","01","17","29","6","FALSE","Spayed","Female","afternoon","Mix","puppy"
"4508","Hildago",NA,"Dog","Intact Male","GermanShepherd","Red/Black",FALSE,"2190","TRUE","2014","01","25","13","42","7","TRUE","Intact","Male","afternoon","Pure","adult"
"4509","Bonnie",NA,"Dog","Spayed Female","StaffordshireMix","Black/White",FALSE,"2555","TRUE","2015","10","23","18","26","6","FALSE","Spayed","Female","afternoon","Mix","adult"
"4512","Equinox",NA,"Dog","Neutered Male","BoxerMix","Tan/White",FALSE,"730","TRUE","2014","05","04","15","26","1","TRUE","Neutered","Male","afternoon","Mix","adult"
"4513","Leroy",NA,"Dog","Neutered Male","PitBullMix","Red/White",FALSE,"365","TRUE","2015","01","02","12","57","6","FALSE","Neutered","Male","afternoon","Mix","adolescent"
"4517","Bodie",NA,"Dog","Intact Male","LabradorRetriever","Black",FALSE,"1095","TRUE","2014","05","28","15","20","4","FALSE","Intact","Male","afternoon","Pure","adult"
"4518","Ice",NA,"Dog","Intact Male","SiberianHuskyMix","Black/White",FALSE,"730","TRUE","2015","04","04","14","01","7","TRUE","Intact","Male","afternoon","Mix","adult"
"4519","Doc",NA,"Dog","Neutered Male","EnglishBulldogMix","White/Brown Brindle",FALSE,"2555","TRUE","2014","09","19","15","41","6","FALSE","Neutered","Male","afternoon","Mix","adult"
"4520","",NA,"Dog","Spayed Female","LabradorRetriever/GermanShepherd","White",FALSE,"60","FALSE","2014","07","09","18","45","4","FALSE","Spayed","Female","afternoon","Hybrid","gestation"
"4522","",NA,"Dog","Neutered Male","MiniatureSchnauzer/YorkshireTerrier","Gray/Tan",FALSE,"365","FALSE","2015","11","13","19","07","6","FALSE","Neutered","Male","afternoon","Hybrid","adolescent"
"4523","Dandelion",NA,"Dog","Spayed Female","ShetlandSheepdogMix","Brown/White",FALSE,"730","TRUE","2014","11","28","18","15","6","FALSE","Spayed","Female","afternoon","Mix","adult"
"4524","Jezza",NA,"Dog","Spayed Female","GermanShepherdMix","Tan/Black",FALSE,"730","TRUE","2014","12","06","16","23","7","TRUE","Spayed","Female","afternoon","Mix","adult"
"4525","",NA,"Dog","Neutered Male","ChowChowMix","Red",FALSE,"1825","FALSE","2013","12","09","18","52","2","FALSE","Neutered","Male","afternoon","Mix","adult"
"4526","Pachuco",NA,"Dog","Intact Male","GermanShepherdMix","Black",FALSE,"365","TRUE","2014","03","23","17","44","1","TRUE","Intact","Male","afternoon","Mix","adolescent"
"4529","Lordrassilon",NA,"Dog","Neutered Male","DachshundMix","Tricolor",FALSE,"365","TRUE","2014","02","25","11","03","3","FALSE","Neutered","Male","morning","Mix","adolescent"
"4530","",NA,"Dog","Spayed Female","MiniatureSchnauzerMix","Black/Silver",FALSE,"240","FALSE","2015","05","25","12","31","2","FALSE","Spayed","Female","afternoon","Mix","puppy"
"4531","Nacho Libre",NA,"Dog","Neutered Male","ChihuahuaShorthairMix","Tan",FALSE,"1825","TRUE","2014","12","16","15","40","3","FALSE","Neutered","Male","afternoon","Mix","adult"
"4533","",NA,"Dog","Spayed Female","ChihuahuaShorthair/CardiganWelshCorgi","Black/Tricolor",FALSE,"60","FALSE","2014","07","29","17","01","3","FALSE","Spayed","Female","afternoon","Hybrid","gestation"
"4536","Mia",NA,"Dog","Spayed Female","SiberianHuskyMix","Black/White",FALSE,"2920","TRUE","2015","05","28","13","46","5","FALSE","Spayed","Female","afternoon","Mix","adult"
"4537","Patch",NA,"Dog","Neutered Male","ChihuahuaShorthair/JackRussellTerrier","Brown/White",FALSE,"3285","TRUE","2014","04","05","11","28","7","TRUE","Neutered","Male","morning","Hybrid","senior"
"4538","Fluffy",NA,"Dog","Spayed Female","BlackMouthCur","Tan",FALSE,"120","TRUE","2014","08","31","16","20","1","TRUE","Spayed","Female","afternoon","Pure","puppy"
"4539","Brandy",NA,"Dog","Spayed Female","GoldenRetrieverMix","Gold",FALSE,"2555","TRUE","2015","08","28","11","10","6","FALSE","Spayed","Female","morning","Mix","adult"
"4541","Precious",NA,"Dog","Spayed Female","PitBullMix","Blue",FALSE,"730","TRUE","2015","09","19","13","22","7","TRUE","Spayed","Female","afternoon","Mix","adult"
"4542","Lily",NA,"Dog","Spayed Female","LabradorRetrieverMix","Tan/White",FALSE,"365","TRUE","2016","01","18","12","24","2","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"4543","",NA,"Dog","Spayed Female","PlottHoundMix","Brown Brindle",FALSE,"90","FALSE","2015","04","19","17","52","1","TRUE","Spayed","Female","afternoon","Mix","puppy"
"4544","Blue",NA,"Dog","Spayed Female","PitBull","Blue/White",FALSE,"365","TRUE","2015","10","18","15","46","1","TRUE","Spayed","Female","afternoon","Pure","adolescent"
"4545","Bella",NA,"Dog","Spayed Female","ChihuahuaShorthair","Black/Tan",FALSE,"1825","TRUE","2013","12","23","18","11","2","FALSE","Spayed","Female","afternoon","Pure","adult"
"4546","",NA,"Dog","Intact Male","PointerMix","White/Black",FALSE,"21","FALSE","2014","10","22","17","46","4","FALSE","Intact","Male","afternoon","Mix","gestation"
"4547","Hammer",NA,"Dog","Neutered Male","PitBullMix","Brown/Tan",FALSE,"730","TRUE","2015","07","11","18","22","7","TRUE","Neutered","Male","afternoon","Mix","adult"
"4549","Hercules",NA,"Dog","Neutered Male","ChihuahuaShorthairMix","Sable/Tan",FALSE,"730","TRUE","2014","06","06","18","19","6","FALSE","Neutered","Male","afternoon","Mix","adult"
"4550","Otis",NA,"Dog","Neutered Male","PitBullMix","Black/White",FALSE,"3285","TRUE","2015","04","09","17","12","5","FALSE","Neutered","Male","afternoon","Mix","senior"
"4551","Diezle",NA,"Dog","Intact Male","PitBullMix","Black/White",FALSE,"2190","TRUE","2014","06","24","18","59","3","FALSE","Intact","Male","afternoon","Mix","adult"
"4552","Thelma",NA,"Dog","Spayed Female","ShibaInuMix","Red/Tan",FALSE,"2920","TRUE","2015","10","12","16","45","2","FALSE","Spayed","Female","afternoon","Mix","adult"
"4554","Seamus",NA,"Dog","Neutered Male","PitBullMix","Blue/White",FALSE,"730","TRUE","2015","05","10","18","38","1","TRUE","Neutered","Male","afternoon","Mix","adult"
"4556","Yankeedoodle",NA,"Dog","Neutered Male","ToyPoodle/MiniatureSchnauzer","Gray",FALSE,"2555","TRUE","2013","11","27","16","24","4","FALSE","Neutered","Male","afternoon","Hybrid","adult"
"4557","Milo",NA,"Dog","Neutered Male","ChihuahuaShorthairMix","Black/Brown",FALSE,"365","TRUE","2014","09","10","18","54","4","FALSE","Neutered","Male","afternoon","Mix","adolescent"
"4559","Hooch",NA,"Dog","Neutered Male","PitBullMix","Red",FALSE,"1095","TRUE","2014","08","28","08","03","5","FALSE","Neutered","Male","morning","Mix","adult"
"4560","Diesel",NA,"Dog","Intact Male","PitBullMix","Tan",FALSE,"365","TRUE","2015","03","11","15","43","4","FALSE","Intact","Male","afternoon","Mix","adolescent"
"4561","Zeus",NA,"Dog","Neutered Male","GreatPyreneesMix","White",FALSE,"1095","TRUE","2013","12","01","18","09","1","TRUE","Neutered","Male","afternoon","Mix","adult"
"4562","Leonidas",NA,"Dog","Neutered Male","GermanShepherd/LabradorRetriever","Brown/Black",FALSE,"730","TRUE","2016","01","24","17","58","1","TRUE","Neutered","Male","afternoon","Hybrid","adult"
"4563","Kayla",NA,"Dog","Spayed Female","PitBullMix","Chocolate",FALSE,"2190","TRUE","2014","10","08","13","13","4","FALSE","Spayed","Female","afternoon","Mix","adult"
"4564","Houston",NA,"Dog","Neutered Male","PitBullMix","Blue/White",FALSE,"1825","TRUE","2015","06","23","16","03","3","FALSE","Neutered","Male","afternoon","Mix","adult"
"4565","Dudley",NA,"Dog","Neutered Male","AmericanBulldogMix","Tan/White",FALSE,"1460","TRUE","2014","01","26","13","13","1","TRUE","Neutered","Male","afternoon","Mix","adult"
"4566","Cocoa",NA,"Dog","Spayed Female","ChihuahuaShorthair","Chocolate/Tan",FALSE,"365","TRUE","2013","11","22","11","33","6","FALSE","Spayed","Female","morning","Pure","adolescent"
"4569","Linus",NA,"Dog","Neutered Male","GermanShepherdMix","Tan",FALSE,"150","TRUE","2014","06","29","18","07","1","TRUE","Neutered","Male","afternoon","Mix","puppy"
"4570","Duke",NA,"Dog","Neutered Male","PitBullMix","Brown/White",FALSE,"60","TRUE","2015","08","27","13","24","5","FALSE","Neutered","Male","afternoon","Mix","gestation"
"4572","Bunny",NA,"Dog","Spayed Female","BoxerMix","Brown Brindle",FALSE,"3285","TRUE","2014","02","24","18","28","2","FALSE","Spayed","Female","afternoon","Mix","senior"
"4573","Pearl",NA,"Dog","Spayed Female","AnatolShepherdMix","Tan/Black",FALSE,"120","TRUE","2014","07","17","16","48","5","FALSE","Spayed","Female","afternoon","Mix","puppy"
"4575","",NA,"Dog","Spayed Female","AustralianCattleDogMix","White/Red",FALSE,"150","FALSE","2014","11","15","14","03","7","TRUE","Spayed","Female","afternoon","Mix","puppy"
"4577","",NA,"Dog","Neutered Male","GermanShepherdMix","Brown",FALSE,"60","FALSE","2015","05","02","21","23","7","TRUE","Neutered","Male","afternoon","Mix","gestation"
"4579","Aphrodite",NA,"Dog","Spayed Female","ChihuahuaShorthairMix","White",FALSE,"1095","TRUE","2015","05","13","18","27","4","FALSE","Spayed","Female","afternoon","Mix","adult"
"4580","",NA,"Dog","Intact Female","AmericanStaffordshireTerrier","Black/White",FALSE,"7","FALSE","2015","06","19","13","45","6","FALSE","Intact","Female","afternoon","Pure","gestation"
"4581","Wesley",NA,"Dog","Neutered Male","ShihTzuMix","Black/White",FALSE,"1825","TRUE","2015","09","01","18","30","3","FALSE","Neutered","Male","afternoon","Mix","adult"
"4583","Tex",NA,"Dog","Neutered Male","PitBullMix","Black/White",FALSE,"365","TRUE","2014","08","19","14","53","3","FALSE","Neutered","Male","afternoon","Mix","adolescent"
"4584","Shatta",NA,"Dog","Spayed Female","PitBullMix","White/Blue",FALSE,"1460","TRUE","2014","04","11","18","48","6","FALSE","Spayed","Female","afternoon","Mix","adult"
"4586","Spring",NA,"Dog","Spayed Female","MiniaturePinscherMix","Black/Tan",FALSE,"365","TRUE","2014","09","09","16","34","3","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"4587","",NA,"Dog","Spayed Female","ShihTzu","Tan",FALSE,"730","FALSE","2015","04","02","00","00","5","FALSE","Spayed","Female","night","Pure","adult"
"4589","Fin",NA,"Dog","Intact Female","GoldenRetriever","Gold",FALSE,"365","TRUE","2015","04","01","11","39","4","FALSE","Intact","Female","morning","Pure","adolescent"
"4590","Maggie",NA,"Dog","Spayed Female","Rottweiler/LabradorRetriever","Chocolate/White",FALSE,"1095","TRUE","2015","05","29","16","30","6","FALSE","Spayed","Female","afternoon","Hybrid","adult"
"4595","",NA,"Dog","Intact Female","LabradorRetrieverMix","Black",FALSE,"5110","FALSE","2015","06","11","09","00","5","FALSE","Intact","Female","morning","Mix","senior"
"4597","Udo",NA,"Dog","Neutered Male","GermanShepherdMix","Black/White",FALSE,"300","TRUE","2015","12","20","15","11","1","TRUE","Neutered","Male","afternoon","Mix","puppy"
"4598","Brownie",NA,"Dog","Neutered Male","PomeranianMix","Red/White",FALSE,"730","TRUE","2015","12","11","18","35","6","FALSE","Neutered","Male","afternoon","Mix","adult"
"4599","",NA,"Dog","Intact Male","BeagleMix","Red/White",FALSE,"90","FALSE","2014","06","19","12","06","5","FALSE","Intact","Male","afternoon","Mix","puppy"
"4600","Maddie",NA,"Dog","Spayed Female","ManchesterTerrierMix","Black/Tan",FALSE,"2190","TRUE","2015","09","14","12","15","2","FALSE","Spayed","Female","afternoon","Mix","adult"
"4601","Annabelle",NA,"Dog","Spayed Female","AnatolShepherd/LabradorRetriever","White",FALSE,"60","TRUE","2013","10","06","17","08","1","TRUE","Spayed","Female","afternoon","Hybrid","gestation"
"4602","Sheila",NA,"Dog","Intact Female","GermanShepherdMix","Brown/Black",FALSE,"60","TRUE","2014","03","21","10","05","6","FALSE","Intact","Female","morning","Mix","gestation"
"4603","Harley",NA,"Dog","Spayed Female","GermanShepherdMix","White",FALSE,"1460","TRUE","2014","07","06","18","32","1","TRUE","Spayed","Female","afternoon","Mix","adult"
"4604","Ace",NA,"Dog","Neutered Male","GermanShepherdMix","Tan/White",FALSE,"365","TRUE","2015","04","18","17","54","7","TRUE","Neutered","Male","afternoon","Mix","adolescent"
"4608","Winston",NA,"Dog","Neutered Male","CatahoulaMix","Black/Blue Merle",FALSE,"1460","TRUE","2015","11","09","12","45","2","FALSE","Neutered","Male","afternoon","Mix","adult"
"4609","Princess",NA,"Dog","Spayed Female","PitBull","Blue/White",FALSE,"365","TRUE","2014","09","27","13","44","7","TRUE","Spayed","Female","afternoon","Pure","adolescent"
"4611","Sandy",NA,"Dog","Spayed Female","AmericanBulldogMix","White/Yellow Brindle",FALSE,"1825","TRUE","2013","12","29","18","59","1","TRUE","Spayed","Female","afternoon","Mix","adult"
"4612","Tsequila",NA,"Dog","Spayed Female","GreatPyreneesMix","White/Brown",FALSE,"3285","TRUE","2014","11","11","18","34","3","FALSE","Spayed","Female","afternoon","Mix","senior"
"4614","",NA,"Dog","Neutered Male","BorderCollieMix","Black/White",FALSE,"730","FALSE","2015","05","01","17","31","6","FALSE","Neutered","Male","afternoon","Mix","adult"
"4616","",NA,"Dog","Spayed Female","ChihuahuaShorthairMix","Brown/Cream",FALSE,"1095","FALSE","2015","02","02","12","52","2","FALSE","Spayed","Female","afternoon","Mix","adult"
"4617","Leroy",NA,"Dog","Neutered Male","LabradorRetrieverMix","Yellow",FALSE,"210","TRUE","2015","05","17","14","21","1","TRUE","Neutered","Male","afternoon","Mix","puppy"
"4618","Boudreaux",NA,"Dog","Neutered Male","RatTerrier","Tricolor",FALSE,"1825","TRUE","2015","06","27","15","34","7","TRUE","Neutered","Male","afternoon","Pure","adult"
"4619","S.J.",NA,"Dog","Neutered Male","Dachshund/ChihuahuaShorthair","Black/Tan",FALSE,"730","TRUE","2014","09","13","16","33","7","TRUE","Neutered","Male","afternoon","Hybrid","adult"
"4622","Tammie",NA,"Dog","Spayed Female","RatTerrierMix","Black/White",FALSE,"3650","TRUE","2015","07","30","14","14","5","FALSE","Spayed","Female","afternoon","Mix","senior"
"4624","Sugar",NA,"Dog","Spayed Female","StaffordshireMix","White",FALSE,"2555","TRUE","2015","10","31","13","45","7","TRUE","Spayed","Female","afternoon","Mix","adult"
"4625","",NA,"Dog","Unknown Unknown","ChihuahuaShorthairMix","Brown/White",FALSE,"7","FALSE","2015","02","06","16","54","6","FALSE","Unknown","Unknown","afternoon","Mix","gestation"
"4626","",NA,"Dog","Spayed Female","ChihuahuaShorthairMix","Tan/White",FALSE,"1460","FALSE","2014","07","14","15","20","2","FALSE","Spayed","Female","afternoon","Mix","adult"
"4629","Sidney",NA,"Dog","Neutered Male","AlaskanMalamuteMix","Black/White",FALSE,"1095","TRUE","2014","01","19","16","42","1","TRUE","Neutered","Male","afternoon","Mix","adult"
"4630","Eileen",NA,"Dog","Spayed Female","ChihuahuaShorthairMix","Brown",FALSE,"730","TRUE","2015","09","07","14","56","2","FALSE","Spayed","Female","afternoon","Mix","adult"
"4631","Wyatt",NA,"Dog","Neutered Male","AmericanStaffordshireTerrier/RhodRidgeback","Tan/White",FALSE,"730","TRUE","2014","08","10","16","05","1","TRUE","Neutered","Male","afternoon","Hybrid","adult"
"4632","",NA,"Dog","Intact Male","PitBullMix","Blue/White",FALSE,"90","FALSE","2013","10","25","13","39","6","FALSE","Intact","Male","afternoon","Mix","puppy"
"4633","Lucy",NA,"Dog","Spayed Female","ChihuahuaShorthair","Black/Brown",FALSE,"365","TRUE","2015","05","17","17","28","1","TRUE","Spayed","Female","afternoon","Pure","adolescent"
"4635","Tupelo",NA,"Dog","Spayed Female","LabradorRetrieverMix","Chocolate",FALSE,"150","TRUE","2013","12","12","19","45","5","FALSE","Spayed","Female","afternoon","Mix","puppy"
"4636","Austin",NA,"Dog","Neutered Male","ChihuahuaShorthairMix","Tricolor",FALSE,"365","TRUE","2014","07","04","18","53","6","FALSE","Neutered","Male","afternoon","Mix","adolescent"
"4637","Deejay",NA,"Dog","Neutered Male","LabradorRetriever/GreatPyrenees","White/Buff",FALSE,"270","TRUE","2015","07","25","17","42","7","TRUE","Neutered","Male","afternoon","Hybrid","puppy"
"4638","Luke",NA,"Dog","Neutered Male","BorderCollieMix","Brown/White",FALSE,"730","TRUE","2016","02","13","14","20","7","TRUE","Neutered","Male","afternoon","Mix","adult"
"4642","Leila",NA,"Dog","Intact Female","BoxerMix","Brown/White",FALSE,"365","TRUE","2015","07","17","17","16","6","FALSE","Intact","Female","afternoon","Mix","adolescent"
"4643","Bryan",NA,"Dog","Neutered Male","SiberianHuskyMix","White/Black",FALSE,"365","TRUE","2015","02","09","16","36","2","FALSE","Neutered","Male","afternoon","Mix","adolescent"
"4644","",NA,"Dog","Intact Male","GoldenRetrieverMix","Gold",FALSE,"30","FALSE","2015","12","01","16","16","3","FALSE","Intact","Male","afternoon","Mix","gestation"
"4645","Katy",NA,"Dog","Spayed Female","CarolinaDogMix","Red",FALSE,"90","TRUE","2015","05","16","18","13","7","TRUE","Spayed","Female","afternoon","Mix","puppy"
"4649","Blue",NA,"Dog","Neutered Male","PitBullMix","Blue/White",FALSE,"1825","TRUE","2014","11","06","19","10","5","FALSE","Neutered","Male","afternoon","Mix","adult"
"4650","Lilly",NA,"Dog","Intact Female","YorkshireTerrierMix","Black/Tan",FALSE,"30","TRUE","2013","10","30","17","16","4","FALSE","Intact","Female","afternoon","Mix","gestation"
"4651","Mango",NA,"Dog","Spayed Female","BoxerMix","Brown/White",FALSE,"2190","TRUE","2014","02","11","15","01","3","FALSE","Spayed","Female","afternoon","Mix","adult"
"4653","Peter",NA,"Dog","Neutered Male","ChihuahuaShorthairMix","Tan",FALSE,"365","TRUE","2015","09","19","12","54","7","TRUE","Neutered","Male","afternoon","Mix","adolescent"
"4654","Chico",NA,"Dog","Neutered Male","LabradorRetrieverMix","Tricolor",FALSE,"1095","TRUE","2014","06","27","11","29","6","FALSE","Neutered","Male","morning","Mix","adult"
"4655","Oreo",NA,"Dog","Spayed Female","ChihuahuaShorthairMix","Gray/White",FALSE,"4380","TRUE","2013","10","30","15","32","4","FALSE","Spayed","Female","afternoon","Mix","senior"
"4657","Chauncy",NA,"Dog","Neutered Male","MiniaturePoodleMix","White",FALSE,"365","TRUE","2014","06","21","17","35","7","TRUE","Neutered","Male","afternoon","Mix","adolescent"
"4658","Hennessy",NA,"Dog","Intact Female","PitBullMix","Blue/White",FALSE,"240","TRUE","2016","01","12","15","02","3","FALSE","Intact","Female","afternoon","Mix","puppy"
"4659","Daisy",NA,"Dog","Spayed Female","GermanShepherd/Akita","Tan",FALSE,"1825","TRUE","2015","05","11","18","28","2","FALSE","Spayed","Female","afternoon","Hybrid","adult"
"4660","Waylon",NA,"Dog","Spayed Female","LabradorRetrieverMix","Black",FALSE,"270","TRUE","2014","12","01","18","38","2","FALSE","Spayed","Female","afternoon","Mix","puppy"
"4662","Precious",NA,"Dog","Spayed Female","AustralianKelpie/Beagle","Black/Tan",FALSE,"2555","TRUE","2015","12","19","14","31","7","TRUE","Spayed","Female","afternoon","Hybrid","adult"
"4663","",NA,"Dog","Intact Male","LabradorRetriever/BorderCollie","Black/White",FALSE,"365","FALSE","2015","08","14","14","40","6","FALSE","Intact","Male","afternoon","Hybrid","adolescent"
"4665","Lulu",NA,"Dog","Spayed Female","LabradorRetrieverMix","Black",FALSE,"300","TRUE","2015","10","31","15","21","7","TRUE","Spayed","Female","afternoon","Mix","puppy"
"4666","Herk",NA,"Dog","Neutered Male","AmericanPitBullTerrierMix","Red/White",FALSE,"1825","TRUE","2014","10","24","08","17","6","FALSE","Neutered","Male","morning","Mix","adult"
"4668","Tony",NA,"Dog","Neutered Male","LabradorRetrieverMix","Black",FALSE,"1095","TRUE","2015","07","12","18","35","1","TRUE","Neutered","Male","afternoon","Mix","adult"
"4670","Khan",NA,"Dog","Neutered Male","Black/TanHoundMix","Black/Tan",FALSE,"730","TRUE","2014","07","01","16","38","3","FALSE","Neutered","Male","afternoon","Mix","adult"
"4671","Pink",NA,"Dog","Intact Female","ChihuahuaShorthairMix","Brown",FALSE,"120","TRUE","2014","06","18","17","41","4","FALSE","Intact","Female","afternoon","Mix","puppy"
"4673","",NA,"Dog","Intact Male","LeonbergerMix","Tan/White",FALSE,"60","FALSE","2013","12","28","15","18","7","TRUE","Intact","Male","afternoon","Mix","gestation"
"4674","",NA,"Dog","Intact Female","PitBullMix","White/Brown",FALSE,"21","FALSE","2015","07","31","14","17","6","FALSE","Intact","Female","afternoon","Mix","gestation"
"4677","",NA,"Dog","Neutered Male","YorkshireTerrier/ChihuahuaShorthair","Cream",FALSE,"60","FALSE","2013","12","08","16","20","1","TRUE","Neutered","Male","afternoon","Hybrid","gestation"
"4678","Ebby",NA,"Dog","Spayed Female","PitBullMix","White/Blue",FALSE,"730","TRUE","2015","11","09","15","50","2","FALSE","Spayed","Female","afternoon","Mix","adult"
"4679","Skama",NA,"Dog","Neutered Male","AmericanBulldog","White/Black",FALSE,"365","TRUE","2015","02","21","18","34","7","TRUE","Neutered","Male","afternoon","Pure","adolescent"
"4681","Luka",NA,"Dog","Spayed Female","StaffordshireMix","Blue/White",FALSE,"1095","TRUE","2015","08","13","13","00","5","FALSE","Spayed","Female","afternoon","Mix","adult"
"4682","Rio",NA,"Dog","Neutered Male","DachshundWirehair/MiniaturePoodle","Black/Tan",FALSE,"30","TRUE","2015","08","01","18","25","7","TRUE","Neutered","Male","afternoon","Hybrid","gestation"
"4683","Harley",NA,"Dog","Neutered Male","RottweilerMix","Black/Brown Brindle",FALSE,"365","TRUE","2014","09","06","11","48","7","TRUE","Neutered","Male","morning","Mix","adolescent"
"4685","Ginger",NA,"Dog","Spayed Female","LabradorRetrieverMix","Black/White",FALSE,"365","TRUE","2014","06","09","16","33","2","FALSE","Spayed","Female","afternoon","Mix","adolescent"
"4690","Jade",NA,"Dog","Intact Female","EnglishBulldog","Black/White",FALSE,"1095","TRUE","2015","08","24","16","55","2","FALSE","Intact","Female","afternoon","Pure","adult"
"4691","",NA,"Dog","Intact Female","ChihuahuaShorthairMix","Tan/White",FALSE,"730","FALSE","2015","11","06","11","20","6","FALSE","Intact","Female","morning","Mix","adult"
"4692","Betzi",NA,"Dog","Spayed Female","YorkshireTerrierMix","White",FALSE,"1095","TRUE","2016","01","12","16","56","3","FALSE","Spayed","Female","afternoon","Mix","adult"
"4696","Money",NA,"Dog","Intact Male","PitBullMix","Brown Brindle",FALSE,"5110","TRUE","2014","05","09","16","16","6","FALSE","Intact","Male","afternoon","Mix","senior"
